0xcb7d919D4E9A96cc087511E79754E0C9FF866882,3326198346.660210000000000000
0x3bC61bcC6f2cAe9Da0CbAA15331Dd516450D6fC8,3316632757.475560000000000000
0x8686127E542cF330dd327ad753aaE76d3e4829CD,3274351351.000000000000000000
0xED110Fe826a68Af174d86fD37279339f6D439B5d,3258360563.452760000000000000
0xcb95B373A5dA40925D5f7e08DE6F55efB3D8304C,3251142116.629130000000000000
0x1fECcD8fF0e5bfbf6d5a9DB414F4890a0a03c29D,3227322359.860860000000000000
0xef98b7a708aA6a8A9149AD7764C3e1D68Ae91678,3224170222.780430000000000000
0xd7806a0eDf599E3b21C8c6075D86db6939f2B0A5,3202112836.798150000000000000
0x12C360Fe9D86967B489Df0541818F65b487dB4B2,3178656930.894480000000000000
0xE7D90A1816Db5f66148C84923e222D7824401CA2,3176700553.754550000000000000
0x8055F8af78DaDCbcC80a18EbaF9927f2Cb8930EA,3175723121.541800000000000000
0xD81116096A86FeE95dA2aAc5646A66EA7d9b9e10,3168037100.268280000000000000
0xaf45524B83fAd0a9C21C4Bd3b19743151DAe7Cc1,3145263357.187090000000000000
0x021f605abe33E62c372c71f477E40a5689163bFf,3086823185.669220000000000000
0x839548833F4BdA6515aFF97896942D07513A9B86,3066835470.188770000000000000
0x10e4718a133c5Ebc546FF319201cF709F6BeCfF4,3013199450.700970000000000000
0x083296c75775aEf16aa3C49dd45446d88dB68918,3000000000.044160000000000000
0x10b6e1a1EDA38cdFa5c6D92891cA69876d363501,2995757817.944880000000000000
0xEf43305F6B7ED2AB3D230255A8958bc5fdCc2B42,2975460338.857400000000000000
0x3aD8b08FAbD4480Db468c3606e3C56AB0fAE2104,2974869442.957930000000000000
0xA8913e643F7262b7FdfcF7Ce0e7Fb977005CfD38,2971089520.998320000000000000
0xc31505A795DDf8a8c9642a603589356cfF14b5CF,2963281237.764550000000000000
0x972F49020130be2fEe1Ba7B2DB2b2b571f131765,2943139019.409820000000000000
0xcb751A8c082D299E0520E4Cb038fD04BdEe6167d,2916723263.365690000000000000
0x2731E7F53d6cAcAA5103e3eCa577f97a94e0af55,2907907001.977820000000000000
0x3C8018E1e73bed06b2da312aD214969ADec21b60,2885362386.218220000000000000
0x8c6fb82dBbbC6057294f67d2f25d6f0f95e84B39,2879998284.303340000000000000
0x25Aa13eAEAf55e13eD58dC091b2f4Ef967fE5EFb,2825911815.195170000000000000
0x4442E8F31023A9BC1f13fAeE9239bC79b3dBFa85,2815081306.715820000000000000
0xdf327C3cfD5711a376c39197A6F7E2bC2C74124B,2792103344.344950000000000000
0x33833d4C0C9cF00ffcc8A5D7048A6C5d2821aBa9,2782886819.336790000000000000
0xD2a4a9728b931576532Fd6F630C93B71D06bc084,2749070277.519630000000000000
0x53185692c52371C1783FaB017eeaE423C353c734,2727724003.772000000000000000
0xDa4b36FB611fcE81765d16EeBB6b420462196c0f,2720183874.962010000000000000
0xbaA3c253E181FC7a93FedE2d4D1a7e690E98Dd96,2702702702.000000000000000000
0xa35Fc7Dced1C7bb97ae64837eD6663bF0eDC9EbD,2702702702.000000000000000000
0x9C415b77385b5D20357ecccB0B67810c3095149e,2702702702.000000000000000000
0x432074E120ff63066021aD3674f55D8056DB1C44,2702702702.000000000000000000
0x06c922aB286196B558A0eF8dAbD99E2b98bD4166,2702702702.000000000000000000
0x6AdDC62dD1E9491CaA4C6399A404fda48296a447,2697117080.978540000000000000
0xD1169f365Cc199B01aD0363cC2f92D990Da58241,2648854380.881640000000000000
0x5b58e96b30f015E48b44C9F64511f52DeA0b888e,2634095104.056500000000000000
0x2ff2D5D7f7eC55A305cE94585F3aEe2EC30bfe9e,2623778477.139800000000000000
0xDe51a8308a963FA5bcb85a9d26a4BDAdB0F04c90,2622882307.397080000000000000
0xFD9Eb712D62d2660C23e68C625D53Cd551865271,2610203650.963610000000000000
0x9a43C0Fe3019C06E94c573f272eaCC1a29569943,2569910278.064890000000000000
0xAf61B0f9756163709A129F60c2192876365D13D5,2494858825.240020000000000000
0xDB8601eF0ED92332dE606cF535fEfF9c88cfbeE0,2460884286.230680000000000000
0x588313614753BDb8F5E5e01638c558D1D67D22F7,2448574917.617100000000000000
0xC4c95023582ee8E224760a6560F300352a2eccC6,2422473054.101520000000000000
